profileID,respID,obsID,qID,altID,choice,price,fuelEconomy,accelTime,powertrain
9,11,82,2,2,0,25,30,6,Gasoline
28,11,82,2,3,0,15,20,6,Electric
25,11,83,3,1,1,15,30,8,Gasoline
38,11,83,3,2,0,20,20,7,Electric
8,11,83,3,3,0,20,30,6,Gasoline
15,11,84,4,1,1,25,25,7,Gasoline
47,11,84,4,2,0,20,20,8,Electric
38,11,84,4,3,0,20,20,7,Electric
27,11,85,5,1,0,25,30,8,Gasoline
3,11,85,5,2,0,25,20,6,Gasoline
31,11,85,5,3,1,15,25,6,Electric
22,11,86,6,1,1,15,25,8,Gasoline
18,11,86,6,2,0,25,30,7,Gasoline
6,11,86,6,3,0,25,25,6,Gasoline
23,11,87,7,1,1,20,25,8,Gasoline
31,11,87,7,2,0,15,25,6,Electric
50,11,87,7,3,0,20,25,8,Electric
2,11,88,8,1,1,20,20,6,Gasoline
6,11,88,8,2,0,25,25,6,Gasoline
47,11,88,8,3,0,20,20,8,Electric
38,12,89,1,1,0,20,20,7,Electric
20,12,89,1,2,1,20,20,8,Gasoline
33,12,89,1,3,0,25,25,6,Electric
48,12,90,2,1,0,25,20,8,Electric
26,12,90,2,2,1,20,30,8,Gasoline
39,12,90,2,3,0,25,20,7,Electric
41,12,91,3,1,0,20,25,7,Electric
27,12,91,3,2,0,25,30,8,Gasoline
23,12,91,3,3,1,20,25,8,Gasoline
15,12,92,4,1,0,25,25,7,Gasoline
9,12,92,4,2,0,25,30,6,Gasoline
35,12,92,4,3,1,20,30,6,Electric
16,12,93,5,1,1,15,30,7,Gasoline
34,12,93,5,2,0,15,30,6,Electric
46,12,93,5,3,0,15,20,8,Electric
50,12,94,6,1,0,20,25,8,Electric
16,12,94,6,2,1,15,30,7,Gasoline
21,12,94,6,3,0,25,20,8,Gasoline
9,12,95,7,1,0,25,30,6,Gasoline
2,12,95,7,2,1,20,20,6,Gasoline
32,12,95,7,3,0,20,25,6,Electric
43,12,96,8,1,1,15,30,7,Electric
49,12,96,8,2,0,15,25,8,Electric
9,12,96,8,3,0,25,30,6,Gasoline
51,13,97,1,1,0,25,25,8,Electric
29,13,97,1,2,0,20,20,6,Electric
26,13,97,1,3,1,20,30,8,Gasoline
32,13,98,2,1,0,20,25,6,Electric
36,13,98,2,2,0,25,30,6,Electric
3,13,98,2,3,1,25,20,6,Gasoline
5,13,99,3,1,1,20,25,6,Gasoline
34,13,99,3,2,0,15,30,6,Electric
50,13,99,3,3,0,20,25,8,Electric
5,13,100,4,1,0,20,25,6,Gasoline
10,13,100,4,2,1,15,20,7,Gasoline
19,13,100,4,3,0,15,20,8,Gasoline
17,13,101,5,1,1,20,30,7,Gasoline
32,13,101,5,2,0,20,25,6,Electric
36,13,101,5,3,0,25,30,6,Electric
43,13,102,6,1,0,15,30,7,Electric
22,13,102,6,2,1,15,25,8,Gasoline
51,13,102,6,3,0,25,25,8,Electric
1,13,103,7,1,1,15,20,6,Gasoline
29,13,103,7,2,0,20,20,6,Electric
19,13,103,7,3,0,15,20,8,Gasoline
28,13,104,8,1,1,15,20,6,Electric
23,13,104,8,2,0,20,25,8,Gasoline
29,13,104,8,3,0,20,20,6,Electric
20,14,105,1,1,0,20,20,8,Gasoline
43,14,105,1,2,1,15,30,7,Electric
24,14,105,1,3,0,25,25,8,Gasoline
18,14,106,2,1,0,25,30,7,Gasoline
15,14,106,2,2,1,25,25,7,Gasoline
50,14,106,2,3,0,20,25,8,Electric
48,14,107,3,1,0,25,20,8,Electric
2,14,107,3,2,1,20,20,6,Gasoline
21,14,107,3,3,0,25,20,8,Gasoline
39,14,108,4,1,0,25,20,7,Electric
51,14,108,4,2,0,25,25,8,Electric
1,14,108,4,3,1,15,20,6,Gasoline
14,14,109,5,1,0,20,25,7,Gasoline
28,14,109,5,2,0,15,20,6,Electric
19,14,109,5,3,1,15,20,8,Gasoline
37,14,110,6,1,1,15,20,7,Electric
25,14,110,6,2,0,15,30,8,Gasoline
32,14,110,6,3,0,20,25,6,Electric
21,14,111,7,1,1,25,20,8,Gasoline
53,14,111,7,2,0,20,30,8,Electric
20,14,111,7,3,0,20,20,8,Gasoline
42,14,112,8,1,0,25,25,7,Electric
20,14,112,8,2,1,20,20,8,Gasoline
18,14,112,8,3,0,25,30,7,Gasoline
39,15,113,1,1,0,25,20,7,Electric
46,15,113,1,2,1,15,20,8,Electric
21,15,113,1,3,0,25,20,8,Gasoline
25,15,114,2,1,1,15,30,8,Gasoline
45,15,114,2,2,0,25,30,7,Electric
29,15,114,2,3,0,20,20,6,Electric
16,15,115,3,1,1,15,30,7,Gasoline
32,15,115,3,2,0,20,25,6,Electric
36,15,115,3,3,0,25,30,6,Electric
12,15,116,4,1,0,25,20,7,Gasoline
46,15,116,4,2,1,15,20,8,Electric
54,15,116,4,3,0,25,30,8,Electric
49,15,117,5,1,1,15,25,8,Electric
54,15,117,5,2,0,25,30,8,Electric
51,15,117,5,3,0,25,25,8,Electric
42,15,118,6,1,0,25,25,7,Electric
8,15,118,6,2,1,20,30,6,Gasoline
53,15,118,6,3,0,20,30,8,Electric
46,15,119,7,1,1,15,20,8,Electric
44,15,119,7,2,0,20,30,7,Electric
42,15,119,7,3,0,25,25,7,Electric
32,15,120,8,1,0,20,25,6,Electric
22,15,120,8,2,1,15,25,8,Gasoline
54,15,120,8,3,0,25,30,8,Electric
51,16,121,1,1,0,25,25,8,Electric
31,16,121,1,2,1,15,25,6,Electric
27,16,121,1,3,0,25,30,8,Gasoline
53,16,122,2,1,0,20,30,8,Electric
9,16,122,2,2,1,25,30,6,Gasoline
42,16,122,2,3,0,25,25,7,Electric
36,16,123,3,1,0,25,30,6,Electric
27,16,123,3,2,1,25,30,8,Gasoline
42,16,123,3,3,0,25,25,7,Electric
42,16,124,4,1,0,25,25,7,Electric
44,16,124,4,2,0,20,30,7,Electric
52,16,124,4,3,1,15,30,8,Electric
22,16,125,5,1,1,15,25,8,Gasoline
35,16,125,5,2,0,20,30,6,Electric
40,16,125,5,3,0,15,25,7,Electric
11,16,126,6,1,0,20,20,7,Gasoline
40,16,126,6,2,1,15,25,7,Electric
43,16,126,6,3,0,15,30,7,Electric
30,16,127,7,1,0,25,20,6,Electric
22,16,127,7,2,1,15,25,8,Gasoline
52,16,127,7,3,0,15,30,8,Electric
26,16,128,8,1,0,20,30,8,Gasoline
4,16,128,8,2,1,15,25,6,Gasoline
36,16,128,8,3,0,25,30,6,Electric
27,17,129,1,1,0,25,30,8,Gasoline
39,17,129,1,2,0,25,20,7,Electric
2,17,129,1,3,1,20,20,6,Gasoline
30,17,130,2,1,0,25,20,6,Electric
48,17,130,2,2,0,25,20,8,Electric
38,17,130,2,3,1,20,20,7,Electric
26,17,131,3,1,0,20,30,8,Gasoline
22,17,131,3,2,0,15,25,8,Gasoline
4,17,131,3,3,1,15,25,6,Gasoline
9,17,132,4,1,0,25,30,6,Gasoline
7,17,132,4,2,1,15,30,6,Gasoline
47,17,132,4,3,0,20,20,8,Electric
26,17,133,5,1,0,20,30,8,Gasoline
48,17,133,5,2,0,25,20,8,Electric
43,17,133,5,3,1,15,30,7,Electric
47,17,134,6,1,0,20,20,8,Electric
42,17,134,6,2,0,25,25,7,Electric
35,17,134,6,3,1,20,30,6,Electric
53,17,135,7,1,1,20,30,8,Electric
45,17,135,7,2,0,25,30,7,Electric
48,17,135,7,3,0,25,20,8,Electric
7,17,136,8,1,0,15,30,6,Gasoline
11,17,136,8,2,0,20,20,7,Gasoline
19,17,136,8,3,1,15,20,8,Gasoline
17,18,137,1,1,1,20,30,7,Gasoline
37,18,137,1,2,0,15,20,7,Electric
39,18,137,1,3,0,25,20,7,Electric
10,18,138,2,1,1,15,20,7,Gasoline
44,18,138,2,2,0,20,30,7,Electric
36,18,138,2,3,0,25,30,6,Electric
33,18,139,3,1,0,25,25,6,Electric
8,18,139,3,2,0,20,30,6,Gasoline
5,18,139,3,3,1,20,25,6,Gasoline
48,18,140,4,1,0,25,20,8,Electric
8,18,140,4,2,1,20,30,6,Gasoline
3,18,140,4,3,0,25,20,6,Gasoline
9,18,141,5,1,1,25,30,6,Gasoline
3,18,141,5,2,0,25,20,6,Gasoline
42,18,141,5,3,0,25,25,7,Electric
41,18,142,6,1,0,20,25,7,Electric
9,18,142,6,2,1,25,30,6,Gasoline
33,18,142,6,3,0,25,25,6,Electric
25,18,143,7,1,1,15,30,8,Gasoline
45,18,143,7,2,0,25,30,7,Electric
27,18,143,7,3,0,25,30,8,Gasoline
2,18,144,8,1,1,20,20,6,Gasoline
35,18,144,8,2,0,20,30,6,Electric
27,18,144,8,3,0,25,30,8,Gasoline
2,19,145,1,1,0,20,20,6,Gasoline
28,19,145,1,2,1,15,20,6,Electric
51,19,145,1,3,0,25,25,8,Electric
19,19,146,2,1,0,15,20,8,Gasoline
52,19,146,2,2,0,15,30,8,Electric
25,19,146,2,3,1,15,30,8,Gasoline
44,19,147,3,1,1,20,30,7,Electric
12,19,147,3,2,0,25,20,7,Gasoline
54,19,147,3,3,0,25,30,8,Electric
2,19,148,4,1,0,20,20,6,Gasoline
13,19,148,4,2,1,15,25,7,Gasoline
18,19,148,4,3,0,25,30,7,Gasoline
13,19,149,5,1,1,15,25,7,Gasoline
51,19,149,5,2,0,25,25,8,Electric
3,19,149,5,3,0,25,20,6,Gasoline
33,19,150,6,1,0,25,25,6,Electric
13,19,150,6,2,1,15,25,7,Gasoline
4,19,150,6,3,0,15,25,6,Gasoline
46,19,151,7,1,0,15,20,8,Electric
6,19,151,7,2,0,25,25,6,Gasoline
7,19,151,7,3,1,15,30,6,Gasoline
2,19,152,8,1,1,20,20,6,Gasoline
32,19,152,8,2,0,20,25,6,Electric
53,19,152,8,3,0,20,30,8,Electric
47,20,153,1,1,0,20,20,8,Electric
38,20,153,1,2,0,20,20,7,Electric
2,20,153,1,3,1,20,20,6,Gasoline
42,20,154,2,1,0,25,25,7,Electric
21,20,154,2,2,1,25,20,8,Gasoline
6,20,154,2,3,0,25,25,6,Gasoline
10,20,155,3,1,1,15,20,7,Gasoline
28,20,155,3,2,0,15,20,6,Electric
41,20,155,3,3,0,20,25,7,Electric
51,20,156,4,1,0,25,25,8,Electric
44,20,156,4,2,0,20,30,7,Electric
5,20,156,4,3,1,20,25,6,Gasoline
6,20,157,5,1,0,25,25,6,Gasoline
34,20,157,5,2,1,15,30,6,Electric
41,20,157,5,3,0,20,25,7,Electric
43,20,158,6,1,0,15,30,7,Electric
4,20,158,6,2,1,15,25,6,Gasoline
15,20,158,6,3,0,25,25,7,Gasoline
40,20,159,7,1,0,15,25,7,Electric
4,20,159,7,2,1,15,25,6,Gasoline
47,20,159,7,3,0,20,20,8,Electric
10,20,160,8,1,1,15,20,7,Gasoline
4,20,160,8,2,0,15,25,6,Gasoline
34,20,160,8,3,0,15,30,6,Electric
14,21,161,1,1,1,20,25,7,Gasoline
27,21,161,1,2,0,25,30,8,Gasoline
3,21,161,1,3,0,25,20,6,Gasoline
20,21,162,2,1,0,20,20,8,Gasoline
43,21,162,2,2,1,15,30,7,Electric
6,21,162,2,3,0,25,25,6,Gasoline
41,21,163,3,1,0,20,25,7,Electric
24,21,163,3,2,0,25,25,8,Gasoline
37,21,163,3,3,1,15,20,7,Electric
5,21,164,4,1,1,20,25,6,Gasoline
9,21,164,4,2,0,25,30,6,Gasoline
45,21,164,4,3,0,25,30,7,Electric
45,21,165,5,1,0,25,30,7,Electric
26,21,165,5,2,1,20,30,8,Gasoline
15,21,165,5,3,0,25,25,7,Gasoline
25,21,166,6,1,1,15,30,8,Gasoline
41,21,166,6,2,0,20,25,7,Electric
37,21,166,6,3,0,15,20,7,Electric
34,21,167,7,1,1,15,30,6,Electric
5,21,167,7,2,0,20,25,6,Gasoline
50,21,167,7,3,0,20,25,8,Electric
30,21,168,8,1,0,25,20,6,Electric
17,21,168,8,2,1,20,30,7,Gasoline
39,21,168,8,3,0,25,20,7,Electric
41,22,169,1,1,0,20,25,7,Electric
48,22,169,1,2,0,25,20,8,Electric
15,22,169,1,3,1,25,25,7,Gasoline
20,22,170,2,1,0,20,20,8,Gasoline
24,22,170,2,2,0,25,25,8,Gasoline
5,22,170,2,3,1,20,25,6,Gasoline
44,22,171,3,1,1,20,30,7,Electric
45,22,171,3,2,0,25,30,7,Electric
50,22,171,3,3,0,20,25,8,Electric
7,22,172,4,1,1,15,30,6,Gasoline
11,22,172,4,2,0,20,20,7,Gasoline
2,22,172,4,3,0,20,20,6,Gasoline
24,22,173,5,1,0,25,25,8,Gasoline
47,22,173,5,2,0,20,20,8,Electric
43,22,173,5,3,1,15,30,7,Electric
40,22,174,6,1,0,15,25,7,Electric
14,22,174,6,2,1,20,25,7,Gasoline
33,22,174,6,3,0,25,25,6,Electric
5,22,175,7,1,1,20,25,6,Gasoline
12,22,175,7,2,0,25,20,7,Gasoline
20,22,175,7,3,0,20,20,8,Gasoline
54,22,176,8,1,0,25,30,8,Electric
39,22,176,8,2,0,25,20,7,Electric
43,22,176,8,3,1,15,30,7,Electric
12,23,177,1,1,0,25,20,7,Gasoline
33,23,177,1,2,0,25,25,6,Electric
11,23,177,1,3,1,20,20,7,Gasoline
16,23,178,2,1,1,15,30,7,Gasoline
40,23,178,2,2,0,15,25,7,Electric
52,23,178,2,3,0,15,30,8,Electric
43,23,179,3,1,1,15,30,7,Electric
23,23,179,3,2,0,20,25,8,Gasoline
28,23,179,3,3,0,15,20,6,Electric
1,23,180,4,1,1,15,20,6,Gasoline
2,23,180,4,2,0,20,20,6,Gasoline
32,23,180,4,3,0,20,25,6,Electric
40,23,181,5,1,0,15,25,7,Electric
14,23,181,5,2,0,20,25,7,Gasoline
26,23,181,5,3,1,20,30,8,Gasoline
31,23,182,6,1,0,15,25,6,Electric
1,23,182,6,2,1,15,20,6,Gasoline
17,23,182,6,3,0,20,30,7,Gasoline
42,23,183,7,1,0,25,25,7,Electric
6,23,183,7,2,0,25,25,6,Gasoline
3,23,183,7,3,1,25,20,6,Gasoline
29,23,184,8,1,0,20,20,6,Electric
25,23,184,8,2,0,15,30,8,Gasoline
4,23,184,8,3,1,15,25,6,Gasoline
51,24,185,1,1,0,25,25,8,Electric
35,24,185,1,2,1,20,30,6,Electric
45,24,185,1,3,0,25,30,7,Electric
10,24,186,2,1,1,15,20,7,Gasoline
50,24,186,2,2,0,20,25,8,Electric
30,24,186,2,3,0,25,20,6,Electric
9,24,187,3,1,0,25,30,6,Gasoline
15,24,187,3,2,0,25,25,7,Gasoline
8,24,187,3,3,1,20,30,6,Gasoline
8,24,188,4,1,0,20,30,6,Gasoline
22,24,188,4,2,1,15,25,8,Gasoline
49,24,188,4,3,0,15,25,8,Electric
28,24,189,5,1,1,15,20,6,Electric
42,24,189,5,2,0,25,25,7,Electric
48,24,189,5,3,0,25,20,8,Electric
38,24,190,6,1,0,20,20,7,Electric
16,24,190,6,2,0,15,30,7,Gasoline
19,24,190,6,3,1,15,20,8,Gasoline
7,24,191,7,1,1,15,30,6,Gasoline
44,24,191,7,2,0,20,30,7,Electric
53,24,191,7,3,0,20,30,8,Electric
8,24,192,8,1,0,20,30,6,Gasoline
42,24,192,8,2,0,25,25,7,Electric
10,24,192,8,3,1,15,20,7,Gasoline
18,25,193,1,1,0,25,30,7,Gasoline
2,25,193,1,2,1,20,20,6,Gasoline
36,25,193,1,3,0,25,30,6,Electric
15,25,194,2,1,0,25,25,7,Gasoline
31,25,194,2,2,1,15,25,6,Electric
41,25,194,2,3,0,20,25,7,Electric
18,25,195,3,1,0,25,30,7,Gasoline
20,25,195,3,2,1,20,20,8,Gasoline
6,25,195,3,3,0,25,25,6,Gasoline
47,25,196,4,1,1,20,20,8,Electric
37,25,196,4,2,0,15,20,7,Electric
32,25,196,4,3,0,20,25,6,Electric
28,25,197,5,1,0,15,20,6,Electric
13,25,197,5,2,1,15,25,7,Gasoline
12,25,197,5,3,0,25,20,7,Gasoline
14,25,198,6,1,0,20,25,7,Gasoline
32,25,198,6,2,0,20,25,6,Electric
19,25,198,6,3,1,15,20,8,Gasoline
28,25,199,7,1,0,15,20,6,Electric
16,25,199,7,2,1,15,30,7,Gasoline
29,25,199,7,3,0,20,20,6,Electric
29,25,200,8,1,1,20,20,6,Electric
39,25,200,8,2,0,25,20,7,Electric
35,25,200,8,3,0,20,30,6,Electric
52,26,201,1,1,0,15,30,8,Electric
17,26,201,1,2,1,20,30,7,Gasoline
40,26,201,1,3,0,15,25,7,Electric
46,26,202,2,1,0,15,20,8,Electric
40,26,202,2,2,0,15,25,7,Electric
