profileID,respID,obsID,qID,altID,choice,price,fuelEconomy,accelTime,powertrainelectric,no_choice
24,2,16,8,1,0,25,25,8,0,0
27,2,16,8,2,0,25,30,8,0,0
8,2,16,8,3,1,20,30,6,0,0
0,2,16,8,4,0,0,0,0,0,1
19,3,17,1,1,0,15,20,8,0,0
47,3,17,1,2,0,20,20,8,1,0
13,3,17,1,3,1,15,25,7,0,0
0,3,17,1,4,0,0,0,0,0,1
10,3,18,2,1,1,15,20,7,0,0
52,3,18,2,2,0,15,30,8,1,0
36,3,18,2,3,0,25,30,6,1,0
0,3,18,2,4,0,0,0,0,0,1
40,3,19,3,1,0,15,25,7,1,0
25,3,19,3,2,1,15,30,8,0,0
15,3,19,3,3,0,25,25,7,0,0
0,3,19,3,4,0,0,0,0,0,1
24,3,20,4,1,0,25,25,8,0,0
29,3,20,4,2,0,20,20,6,1,0
27,3,20,4,3,0,25,30,8,0,0
0,3,20,4,4,1,0,0,0,0,1
53,3,21,5,1,0,20,30,8,1,0
39,3,21,5,2,0,25,20,7,1,0
31,3,21,5,3,1,15,25,6,1,0
0,3,21,5,4,0,0,0,0,0,1
14,3,22,6,1,1,20,25,7,0,0
50,3,22,6,2,0,20,25,8,1,0
27,3,22,6,3,0,25,30,8,0,0
0,3,22,6,4,0,0,0,0,0,1
15,3,23,7,1,1,25,25,7,0,0
35,3,23,7,2,0,20,30,6,1,0
21,3,23,7,3,0,25,20,8,0,0
0,3,23,7,4,0,0,0,0,0,1
39,3,24,8,1,0,25,20,7,1,0
33,3,24,8,2,0,25,25,6,1,0
25,3,24,8,3,1,15,30,8,0,0
0,3,24,8,4,0,0,0,0,0,1
48,4,25,1,1,0,25,20,8,1,0
22,4,25,1,2,1,15,25,8,0,0
26,4,25,1,3,0,20,30,8,0,0
0,4,25,1,4,0,0,0,0,0,1
15,4,26,2,1,0,25,25,7,0,0
38,4,26,2,2,0,20,20,7,1,0
44,4,26,2,3,0,20,30,7,1,0
0,4,26,2,4,1,0,0,0,0,1
23,4,27,3,1,0,20,25,8,0,0
8,4,27,3,2,1,20,30,6,0,0
47,4,27,3,3,0,20,20,8,1,0
0,4,27,3,4,0,0,0,0,0,1
41,4,28,4,1,0,20,25,7,1,0
44,4,28,4,2,0,20,30,7,1,0
52,4,28,4,3,1,15,30,8,1,0
0,4,28,4,4,0,0,0,0,0,1
34,4,29,5,1,0,15,30,6,1,0
50,4,29,5,2,0,20,25,8,1,0
9,4,29,5,3,1,25,30,6,0,0
0,4,29,5,4,0,0,0,0,0,1
33,4,30,6,1,0,25,25,6,1,0
44,4,30,6,2,0,20,30,7,1,0
51,4,30,6,3,0,25,25,8,1,0
0,4,30,6,4,1,0,0,0,0,1
21,4,31,7,1,0,25,20,8,0,0
44,4,31,7,2,0,20,30,7,1,0
18,4,31,7,3,0,25,30,7,0,0
0,4,31,7,4,1,0,0,0,0,1
51,4,32,8,1,0,25,25,8,1,0
27,4,32,8,2,1,25,30,8,0,0
12,4,32,8,3,0,25,20,7,0,0
0,4,32,8,4,0,0,0,0,0,1
14,5,33,1,1,1,20,25,7,0,0
40,5,33,1,2,0,15,25,7,1,0
51,5,33,1,3,0,25,25,8,1,0
0,5,33,1,4,0,0,0,0,0,1
9,5,34,2,1,0,25,30,6,0,0
29,5,34,2,2,0,20,20,6,1,0
8,5,34,2,3,1,20,30,6,0,0
0,5,34,2,4,0,0,0,0,0,1
37,5,35,3,1,1,15,20,7,1,0
39,5,35,3,2,0,25,20,7,1,0
23,5,35,3,3,0,20,25,8,0,0
0,5,35,3,4,0,0,0,0,0,1
45,5,36,4,1,0,25,30,7,1,0
39,5,36,4,2,0,25,20,7,1,0
2,5,36,4,3,1,20,20,6,0,0
0,5,36,4,4,0,0,0,0,0,1
10,5,37,5,1,1,15,20,7,0,0
26,5,37,5,2,0,20,30,8,0,0
45,5,37,5,3,0,25,30,7,1,0
0,5,37,5,4,0,0,0,0,0,1
1,5,38,6,1,1,15,20,6,0,0
36,5,38,6,2,0,25,30,6,1,0
53,5,38,6,3,0,20,30,8,1,0
0,5,38,6,4,0,0,0,0,0,1
21,5,39,7,1,0,25,20,8,0,0
31,5,39,7,2,0,15,25,6,1,0
52,5,39,7,3,0,15,30,8,1,0
0,5,39,7,4,1,0,0,0,0,1
53,5,40,8,1,0,20,30,8,1,0
8,5,40,8,2,1,20,30,6,0,0
47,5,40,8,3,0,20,20,8,1,0
0,5,40,8,4,0,0,0,0,0,1
35,6,41,1,1,0,20,30,6,1,0
44,6,41,1,2,0,20,30,7,1,0
32,6,41,1,3,0,20,25,6,1,0
0,6,41,1,4,1,0,0,0,0,1
32,6,42,2,1,0,20,25,6,1,0
8,6,42,2,2,1,20,30,6,0,0
22,6,42,2,3,0,15,25,8,0,0
0,6,42,2,4,0,0,0,0,0,1
7,6,43,3,1,1,15,30,6,0,0
44,6,43,3,2,0,20,30,7,1,0
27,6,43,3,3,0,25,30,8,0,0
0,6,43,3,4,0,0,0,0,0,1
52,6,44,4,1,0,15,30,8,1,0
4,6,44,4,2,1,15,25,6,0,0
38,6,44,4,3,0,20,20,7,1,0
0,6,44,4,4,0,0,0,0,0,1
53,6,45,5,1,0,20,30,8,1,0
11,6,45,5,2,1,20,20,7,0,0
48,6,45,5,3,0,25,20,8,1,0
0,6,45,5,4,0,0,0,0,0,1
20,6,46,6,1,0,20,20,8,0,0
34,6,46,6,2,1,15,30,6,1,0
41,6,46,6,3,0,20,25,7,1,0
0,6,46,6,4,0,0,0,0,0,1
50,6,47,7,1,0,20,25,8,1,0
2,6,47,7,2,0,20,20,6,0,0
6,6,47,7,3,0,25,25,6,0,0
0,6,47,7,4,1,0,0,0,0,1
8,6,48,8,1,1,20,30,6,0,0
29,6,48,8,2,0,20,20,6,1,0
41,6,48,8,3,0,20,25,7,1,0
0,6,48,8,4,0,0,0,0,0,1
8,7,49,1,1,1,20,30,6,0,0
30,7,49,1,2,0,25,20,6,1,0
46,7,49,1,3,0,15,20,8,1,0
0,7,49,1,4,0,0,0,0,0,1
24,7,50,2,1,0,25,25,8,0,0
52,7,50,2,2,0,15,30,8,1,0
19,7,50,2,3,1,15,20,8,0,0
0,7,50,2,4,0,0,0,0,0,1
51,7,51,3,1,0,25,25,8,1,0
50,7,51,3,2,0,20,25,8,1,0
32,7,51,3,3,0,20,25,6,1,0
0,7,51,3,4,1,0,0,0,0,1
2,7,52,4,1,1,20,20,6,0,0
28,7,52,4,2,0,15,20,6,1,0
44,7,52,4,3,0,20,30,7,1,0
0,7,52,4,4,0,0,0,0,0,1
19,7,53,5,1,1,15,20,8,0,0
53,7,53,5,2,0,20,30,8,1,0
37,7,53,5,3,0,15,20,7,1,0
0,7,53,5,4,0,0,0,0,0,1
3,7,54,6,1,0,25,20,6,0,0
32,7,54,6,2,0,20,25,6,1,0
25,7,54,6,3,1,15,30,8,0,0
0,7,54,6,4,0,0,0,0,0,1
24,7,55,7,1,0,25,25,8,0,0
43,7,55,7,2,0,15,30,7,1,0
32,7,55,7,3,0,20,25,6,1,0
0,7,55,7,4,1,0,0,0,0,1
13,7,56,8,1,0,15,25,7,0,0
10,7,56,8,2,1,15,20,7,0,0
31,7,56,8,3,0,15,25,6,1,0
0,7,56,8,4,0,0,0,0,0,1
5,8,57,1,1,0,20,25,6,0,0
28,8,57,1,2,0,15,20,6,1,0
26,8,57,1,3,0,20,30,8,0,0
0,8,57,1,4,1,0,0,0,0,1
7,8,58,2,1,0,15,30,6,0,0
22,8,58,2,2,1,15,25,8,0,0
9,8,58,2,3,0,25,30,6,0,0
0,8,58,2,4,0,0,0,0,0,1
2,8,59,3,1,0,20,20,6,0,0
5,8,59,3,2,0,20,25,6,0,0
17,8,59,3,3,1,20,30,7,0,0
0,8,59,3,4,0,0,0,0,0,1
31,8,60,4,1,0,15,25,6,1,0
2,8,60,4,2,0,20,20,6,0,0
17,8,60,4,3,1,20,30,7,0,0
0,8,60,4,4,0,0,0,0,0,1
39,8,61,5,1,0,25,20,7,1,0
28,8,61,5,2,0,15,20,6,1,0
15,8,61,5,3,0,25,25,7,0,0
0,8,61,5,4,1,0,0,0,0,1
29,8,62,6,1,0,20,20,6,1,0
5,8,62,6,2,1,20,25,6,0,0
24,8,62,6,3,0,25,25,8,0,0
0,8,62,6,4,0,0,0,0,0,1
10,8,63,7,1,0,15,20,7,0,0
16,8,63,7,2,1,15,30,7,0,0
44,8,63,7,3,0,20,30,7,1,0
0,8,63,7,4,0,0,0,0,0,1
51,8,64,8,1,0,25,25,8,1,0
1,8,64,8,2,1,15,20,6,0,0
11,8,64,8,3,0,20,20,7,0,0
0,8,64,8,4,0,0,0,0,0,1
53,9,65,1,1,0,20,30,8,1,0
30,9,65,1,2,0,25,20,6,1,0
39,9,65,1,3,0,25,20,7,1,0
0,9,65,1,4,1,0,0,0,0,1
42,9,66,2,1,0,25,25,7,1,0
29,9,66,2,2,1,20,20,6,1,0
5,9,66,2,3,0,20,25,6,0,0
0,9,66,2,4,0,0,0,0,0,1
5,9,67,3,1,0,20,25,6,0,0
7,9,67,3,2,1,15,30,6,0,0
53,9,67,3,3,0,20,30,8,1,0
0,9,67,3,4,0,0,0,0,0,1
24,9,68,4,1,0,25,25,8,0,0
41,9,68,4,2,1,20,25,7,1,0
30,9,68,4,3,0,25,20,6,1,0
0,9,68,4,4,0,0,0,0,0,1
40,9,69,5,1,0,15,25,7,1,0
3,9,69,5,2,1,25,20,6,0,0
15,9,69,5,3,0,25,25,7,0,0
0,9,69,5,4,0,0,0,0,0,1
35,9,70,6,1,0,20,30,6,1,0
20,9,70,6,2,0,20,20,8,0,0
52,9,70,6,3,1,15,30,8,1,0
0,9,70,6,4,0,0,0,0,0,1
22,9,71,7,1,0,15,25,8,0,0
29,9,71,7,2,0,20,20,6,1,0
4,9,71,7,3,1,15,25,6,0,0
0,9,71,7,4,0,0,0,0,0,1
24,9,72,8,1,1,25,25,8,0,0
27,9,72,8,2,0,25,30,8,0,0
35,9,72,8,3,0,20,30,6,1,0
0,9,72,8,4,0,0,0,0,0,1
46,10,73,1,1,0,15,20,8,1,0
37,10,73,1,2,1,15,20,7,1,0
48,10,73,1,3,0,25,20,8,1,0
0,10,73,1,4,0,0,0,0,0,1
5,10,74,2,1,0,20,25,6,0,0
47,10,74,2,2,0,20,20,8,1,0
7,10,74,2,3,1,15,30,6,0,0
0,10,74,2,4,0,0,0,0,0,1
42,10,75,3,1,0,25,25,7,1,0
25,10,75,3,2,1,15,30,8,0,0
22,10,75,3,3,0,15,25,8,0,0
0,10,75,3,4,0,0,0,0,0,1
21,10,76,4,1,1,25,20,8,0,0
38,10,76,4,2,0,20,20,7,1,0
39,10,76,4,3,0,25,20,7,1,0
0,10,76,4,4,0,0,0,0,0,1
14,10,77,5,1,0,20,25,7,0,0
28,10,77,5,2,1,15,20,6,1,0
33,10,77,5,3,0,25,25,6,1,0
0,10,77,5,4,0,0,0,0,0,1
13,10,78,6,1,1,15,25,7,0,0
24,10,78,6,2,0,25,25,8,0,0
38,10,78,6,3,0,20,20,7,1,0
0,10,78,6,4,0,0,0,0,0,1
21,10,79,7,1,0,25,20,8,0,0
46,10,79,7,2,1,15,20,8,1,0
48,10,79,7,3,0,25,20,8,1,0
0,10,79,7,4,0,0,0,0,0,1
40,10,80,8,1,0,15,25,7,1,0
44,10,80,8,2,0,20,30,7,1,0
5,10,80,8,3,1,20,25,6,0,0
0,10,80,8,4,0,0,0,0,0,1
24,11,81,1,1,0,25,25,8,0,0
31,11,81,1,2,1,15,25,6,1,0
44,11,81,1,3,0,20,30,7,1,0
0,11,81,1,4,0,0,0,0,0,1
7,11,82,2,1,1,15,30,6,0,0
39,11,82,2,2,0,25,20,7,1,0
43,11,82,2,3,0,15,30,7,1,0
0,11,82,2,4,0,0,0,0,0,1
12,11,83,3,1,0,25,20,7,0,0
33,11,83,3,2,0,25,25,6,1,0
51,11,83,3,3,0,25,25,8,1,0
0,11,83,3,4,1,0,0,0,0,1
18,11,84,4,1,0,25,30,7,0,0
1,11,84,4,2,0,15,20,6,0,0
7,11,84,4,3,1,15,30,6,0,0
0,11,84,4,4,0,0,0,0,0,1
28,11,85,5,1,1,15,20,6,1,0
2,11,85,5,2,0,20,20,6,0,0
26,11,85,5,3,0,20,30,8,0,0
0,11,85,5,4,0,0,0,0,0,1
2,11,86,6,1,0,20,20,6,0,0
31,11,86,6,2,1,15,25,6,1,0
54,11,86,6,3,0,25,30,8,1,0
0,11,86,6,4,0,0,0,0,0,1
25,11,87,7,1,1,15,30,8,0,0
4,11,87,7,2,0,15,25,6,0,0
26,11,87,7,3,0,20,30,8,0,0
0,11,87,7,4,0,0,0,0,0,1
8,11,88,8,1,1,20,30,6,0,0
26,11,88,8,2,0,20,30,8,0,0
45,11,88,8,3,0,25,30,7,1,0
0,11,88,8,4,0,0,0,0,0,1
13,12,89,1,1,1,15,25,7,0,0
14,12,89,1,2,0,20,25,7,0,0
15,12,89,1,3,0,25,25,7,0,0
0,12,89,1,4,0,0,0,0,0,1
40,12,90,2,1,0,15,25,7,1,0
45,12,90,2,2,0,25,30,7,1,0
25,12,90,2,3,1,15,30,8,0,0
0,12,90,2,4,0,0,0,0,0,1
12,12,91,3,1,0,25,20,7,0,0
28,12,91,3,2,0,15,20,6,1,0
3,12,91,3,3,0,25,20,6,0,0
0,12,91,3,4,1,0,0,0,0,1
37,12,92,4,1,0,15,20,7,1,0
36,12,92,4,2,0,25,30,6,1,0
9,12,92,4,3,1,25,30,6,0,0
0,12,92,4,4,0,0,0,0,0,1
54,12,93,5,1,0,25,30,8,1,0
7,12,93,5,2,1,15,30,6,0,0
50,12,93,5,3,0,20,25,8,1,0
0,12,93,5,4,0,0,0,0,0,1
21,12,94,6,1,0,25,20,8,0,0
12,12,94,6,2,0,25,20,7,0,0
1,12,94,6,3,1,15,20,6,0,0
0,12,94,6,4,0,0,0,0,0,1
52,12,95,7,1,1,15,30,8,1,0
23,12,95,7,2,0,20,25,8,0,0
6,12,95,7,3,0,25,25,6,0,0
0,12,95,7,4,0,0,0,0,0,1
8,12,96,8,1,0,20,30,6,0,0
9,12,96,8,2,0,25,30,6,0,0
13,12,96,8,3,1,15,25,7,0,0
0,12,96,8,4,0,0,0,0,0,1
40,13,97,1,1,0,15,25,7,1,0
19,13,97,1,2,1,15,20,8,0,0
33,13,97,1,3,0,25,25,6,1,0
0,13,97,1,4,0,0,0,0,0,1
6,13,98,2,1,0,25,25,6,0,0
41,13,98,2,2,0,20,25,7,1,0
7,13,98,2,3,1,15,30,6,0,0
0,13,98,2,4,0,0,0,0,0,1
2,13,99,3,1,0,20,20,6,0,0
49,13,99,3,2,0,15,25,8,1,0
13,13,99,3,3,1,15,25,7,0,0
0,13,99,3,4,0,0,0,0,0,1
10,13,100,4,1,1,15,20,7,0,0
54,13,100,4,2,0,25,30,8,1,0
24,13,100,4,3,0,25,25,8,0,0
0,13,100,4,4,0,0,0,0,0,1
4,13,101,5,1,1,15,25,6,0,0
28,13,101,5,2,0,15,20,6,1,0
50,13,101,5,3,0,20,25,8,1,0
0,13,101,5,4,0,0,0,0,0,1
17,13,102,6,1,1,20,30,7,0,0
51,13,102,6,2,0,25,25,8,1,0
48,13,102,6,3,0,25,20,8,1,0
0,13,102,6,4,0,0,0,0,0,1
54,13,103,7,1,0,25,30,8,1,0
21,13,103,7,2,0,25,20,8,0,0
53,13,103,7,3,0,20,30,8,1,0
0,13,103,7,4,1,0,0,0,0,1
23,13,104,8,1,0,20,25,8,0,0
5,13,104,8,2,1,20,25,6,0,0
48,13,104,8,3,0,25,20,8,1,0
0,13,104,8,4,0,0,0,0,0,1
18,14,105,1,1,0,25,30,7,0,0
47,14,105,1,2,0,20,20,8,1,0
15,14,105,1,3,0,25,25,7,0,0
0,14,105,1,4,1,0,0,0,0,1
45,14,106,2,1,0,25,30,7,1,0
53,14,106,2,2,0,20,30,8,1,0
15,14,106,2,3,0,25,25,7,0,0
0,14,106,2,4,1,0,0,0,0,1
45,14,107,3,1,0,25,30,7,1,0
35,14,107,3,2,0,20,30,6,1,0
52,14,107,3,3,1,15,30,8,1,0
0,14,107,3,4,0,0,0,0,0,1
22,14,108,4,1,1,15,25,8,0,0
47,14,108,4,2,0,20,20,8,1,0
23,14,108,4,3,0,20,25,8,0,0
0,14,108,4,4,0,0,0,0,0,1
3,14,109,5,1,0,25,20,6,0,0
50,14,109,5,2,1,20,25,8,1,0
36,14,109,5,3,0,25,30,6,1,0
0,14,109,5,4,0,0,0,0,0,1
1,14,110,6,1,0,15,20,6,0,0
4,14,110,6,2,1,15,25,6,0,0
49,14,110,6,3,0,15,25,8,1,0
0,14,110,6,4,0,0,0,0,0,1
8,14,111,7,1,1,20,30,6,0,0
28,14,111,7,2,0,15,20,6,1,0
48,14,111,7,3,0,25,20,8,1,0
0,14,111,7,4,0,0,0,0,0,1
27,14,112,8,1,0,25,30,8,0,0
24,14,112,8,2,0,25,25,8,0,0
10,14,112,8,3,1,15,20,7,0,0
0,14,112,8,4,0,0,0,0,0,1
13,15,113,1,1,1,15,25,7,0,0
41,15,113,1,2,0,20,25,7,1,0
24,15,113,1,3,0,25,25,8,0,0
0,15,113,1,4,0,0,0,0,0,1
27,15,114,2,1,0,25,30,8,0,0
39,15,114,2,2,0,25,20,7,1,0
6,15,114,2,3,1,25,25,6,0,0
0,15,114,2,4,0,0,0,0,0,1
49,15,115,3,1,0,15,25,8,1,0
37,15,115,3,2,1,15,20,7,1,0
28,15,115,3,3,0,15,20,6,1,0
0,15,115,3,4,0,0,0,0,0,1
44,15,116,4,1,0,20,30,7,1,0
20,15,116,4,2,1,20,20,8,0,0
50,15,116,4,3,0,20,25,8,1,0
0,15,116,4,4,0,0,0,0,0,1
38,15,117,5,1,0,20,20,7,1,0
2,15,117,5,2,1,20,20,6,0,0
36,15,117,5,3,0,25,30,6,1,0
0,15,117,5,4,0,0,0,0,0,1
13,15,118,6,1,1,15,25,7,0,0
5,15,118,6,2,0,20,25,6,0,0
53,15,118,6,3,0,20,30,8,1,0
0,15,118,6,4,0,0,0,0,0,1
27,15,119,7,1,0,25,30,8,0,0
14,15,119,7,2,0,20,25,7,0,0
5,15,119,7,3,1,20,25,6,0,0
0,15,119,7,4,0,0,0,0,0,1
49,15,120,8,1,0,15,25,8,1,0
47,15,120,8,2,0,20,20,8,1,0
34,15,120,8,3,1,15,30,6,1,0
0,15,120,8,4,0,0,0,0,0,1
29,16,121,1,1,0,20,20,6,1,0
26,16,121,1,2,1,20,30,8,0,0
24,16,121,1,3,0,25,25,8,0,0
0,16,121,1,4,0,0,0,0,0,1
45,16,122,2,1,0,25,30,7,1,0
50,16,122,2,2,0,20,25,8,1,0
19,16,122,2,3,1,15,20,8,0,0
0,16,122,2,4,0,0,0,0,0,1
21,16,123,3,1,0,25,20,8,0,0
16,16,123,3,2,1,15,30,7,0,0
36,16,123,3,3,0,25,30,6,1,0
0,16,123,3,4,0,0,0,0,0,1
23,16,124,4,1,0,20,25,8,0,0
12,16,124,4,2,0,25,20,7,0,0
19,16,124,4,3,1,15,20,8,0,0
0,16,124,4,4,0,0,0,0,0,1
3,16,125,5,1,0,25,20,6,0,0
45,16,125,5,2,0,25,30,7,1,0
11,16,125,5,3,0,20,20,7,0,0
0,16,125,5,4,1,0,0,0,0,1
37,16,126,6,1,0,15,20,7,1,0
28,16,126,6,2,0,15,20,6,1,0
40,16,126,6,3,0,15,25,7,1,0
0,16,126,6,4,1,0,0,0,0,1
41,16,127,7,1,0,20,25,7,1,0
2,16,127,7,2,1,20,20,6,0,0
27,16,127,7,3,0,25,30,8,0,0
0,16,127,7,4,0,0,0,0,0,1
17,16,128,8,1,1,20,30,7,0,0
54,16,128,8,2,0,25,30,8,1,0
45,16,128,8,3,0,25,30,7,1,0
0,16,128,8,4,0,0,0,0,0,1
49,17,129,1,1,0,15,25,8,1,0
37,17,129,1,2,0,15,20,7,1,0
13,17,129,1,3,1,15,25,7,0,0
0,17,129,1,4,0,0,0,0,0,1
14,17,130,2,1,1,20,25,7,0,0
11,17,130,2,2,0,20,20,7,0,0
48,17,130,2,3,0,25,20,8,1,0
0,17,130,2,4,0,0,0,0,0,1
10,17,131,3,1,1,15,20,7,0,0
31,17,131,3,2,0,15,25,6,1,0
32,17,131,3,3,0,20,25,6,1,0
0,17,131,3,4,0,0,0,0,0,1
4,17,132,4,1,1,15,25,6,0,0
52,17,132,4,2,0,15,30,8,1,0
32,17,132,4,3,0,20,25,6,1,0
0,17,132,4,4,0,0,0,0,0,1
6,17,133,5,1,0,25,25,6,0,0
28,17,133,5,2,1,15,20,6,1,0
36,17,133,5,3,0,25,30,6,1,0
0,17,133,5,4,0,0,0,0,0,1
3,17,134,6,1,0,25,20,6,0,0
32,17,134,6,2,1,20,25,6,1,0
27,17,134,6,3,0,25,30,8,0,0
0,17,134,6,4,0,0,0,0,0,1
6,17,135,7,1,0,25,25,6,0,0
53,17,135,7,2,0,20,30,8,1,0
1,17,135,7,3,1,15,20,6,0,0
0,17,135,7,4,0,0,0,0,0,1
28,17,136,8,1,1,15,20,6,1,0
33,17,136,8,2,0,25,25,6,1,0
35,17,136,8,3,0,20,30,6,1,0
0,17,136,8,4,0,0,0,0,0,1
53,18,137,1,1,0,20,30,8,1,0
40,18,137,1,2,1,15,25,7,1,0
31,18,137,1,3,0,15,25,6,1,0
0,18,137,1,4,0,0,0,0,0,1
8,18,138,2,1,1,20,30,6,0,0
18,18,138,2,2,0,25,30,7,0,0
36,18,138,2,3,0,25,30,6,1,0
0,18,138,2,4,0,0,0,0,0,1
9,18,139,3,1,0,25,30,6,0,0
17,18,139,3,2,1,20,30,7,0,0
32,18,139,3,3,0,20,25,6,1,0
0,18,139,3,4,0,0,0,0,0,1
45,18,140,4,1,0,25,30,7,1,0
14,18,140,4,2,1,20,25,7,0,0
42,18,140,4,3,0,25,25,7,1,0
0,18,140,4,4,0,0,0,0,0,1
32,18,141,5,1,0,20,25,6,1,0
52,18,141,5,2,0,15,30,8,1,0
13,18,141,5,3,1,15,25,7,0,0
0,18,141,5,4,0,0,0,0,0,1
20,18,142,6,1,0,20,20,8,0,0
3,18,142,6,2,0,25,20,6,0,0
10,18,142,6,3,1,15,20,7,0,0
0,18,142,6,4,0,0,0,0,0,1
22,18,143,7,1,0,15,25,8,0,0
46,18,143,7,2,0,15,20,8,1,0
26,18,143,7,3,1,20,30,8,0,0
0,18,143,7,4,0,0,0,0,0,1
3,18,144,8,1,0,25,20,6,0,0
43,18,144,8,2,1,15,30,7,1,0
44,18,144,8,3,0,20,30,7,1,0
0,18,144,8,4,0,0,0,0,0,1
44,19,145,1,1,0,20,30,7,1,0
39,19,145,1,2,0,25,20,7,1,0
21,19,145,1,3,0,25,20,8,0,0
0,19,145,1,4,1,0,0,0,0,1
5,19,146,2,1,1,20,25,6,0,0
30,19,146,2,2,0,25,20,6,1,0
6,19,146,2,3,0,25,25,6,0,0
0,19,146,2,4,0,0,0,0,0,1
43,19,147,3,1,0,15,30,7,1,0
16,19,147,3,2,1,15,30,7,0,0
23,19,147,3,3,0,20,25,8,0,0
0,19,147,3,4,0,0,0,0,0,1
50,19,148,4,1,0,20,25,8,1,0
12,19,148,4,2,0,25,20,7,0,0
52,19,148,4,3,1,15,30,8,1,0
0,19,148,4,4,0,0,0,0,0,1
2,19,149,5,1,1,20,20,6,0,0
5,19,149,5,2,0,20,25,6,0,0
26,19,149,5,3,0,20,30,8,0,0
0,19,149,5,4,0,0,0,0,0,1
2,19,150,6,1,0,20,20,6,0,0
46,19,150,6,2,0,15,20,8,1,0
31,19,150,6,3,1,15,25,6,1,0
0,19,150,6,4,0,0,0,0,0,1
28,19,151,7,1,0,15,20,6,1,0
54,19,151,7,2,0,25,30,8,1,0
22,19,151,7,3,1,15,25,8,0,0
0,19,151,7,4,0,0,0,0,0,1
5,19,152,8,1,0,20,25,6,0,0
38,19,152,8,2,0,20,20,7,1,0
49,19,152,8,3,1,15,25,8,1,0
0,19,152,8,4,0,0,0,0,0,1
43,20,153,1,1,1,15,30,7,1,0
40,20,153,1,2,0,15,25,7,1,0
36,20,153,1,3,0,25,30,6,1,0
0,20,153,1,4,0,0,0,0,0,1
26,20,154,2,1,1,20,30,8,0,0
38,20,154,2,2,0,20,20,7,1,0
54,20,154,2,3,0,25,30,8,1,0
0,20,154,2,4,0,0,0,0,0,1
49,20,155,3,1,0,15,25,8,1,0
17,20,155,3,2,1,20,30,7,0,0
37,20,155,3,3,0,15,20,7,1,0
0,20,155,3,4,0,0,0,0,0,1
17,20,156,4,1,0,20,30,7,0,0
13,20,156,4,2,1,15,25,7,0,0
44,20,156,4,3,0,20,30,7,1,0
0,20,156,4,4,0,0,0,0,0,1
18,20,157,5,1,0,25,30,7,0,0
6,20,157,5,2,1,25,25,6,0,0
39,20,157,5,3,0,25,20,7,1,0
0,20,157,5,4,0,0,0,0,0,1
31,20,158,6,1,1,15,25,6,1,0
28,20,158,6,2,0,15,20,6,1,0
2,20,158,6,3,0,20,20,6,0,0
0,20,158,6,4,0,0,0,0,0,1
