respID,obsID,qID,altID,choice,price,fuelEconomy,accelTime,powertrain,outsideGood
8,61,0,0,0,0,0,0,gas,1
8,62,6,1,0,15,20,7,gas,0
8,62,6,2,0,15,30,8,elec,0
8,62,6,3,1,15,25,7,gas,0
8,62,0,0,0,0,0,0,gas,1
8,63,7,1,1,15,20,8,gas,0
8,63,7,2,0,15,20,7,elec,0
8,63,7,3,0,15,30,6,elec,0
8,63,0,0,0,0,0,0,gas,1
8,64,8,1,1,15,20,6,gas,0
8,64,8,2,0,15,30,7,elec,0
8,64,8,3,0,15,25,8,gas,0
8,64,0,0,0,0,0,0,gas,1
9,65,1,1,1,15,25,8,elec,0
9,65,1,2,0,15,20,8,elec,0
9,65,1,3,0,15,20,7,elec,0
9,65,0,0,0,0,0,0,gas,1
9,66,2,1,1,15,20,6,gas,0
9,66,2,2,0,15,20,7,elec,0
9,66,2,3,0,15,30,8,elec,0
9,66,0,0,0,0,0,0,gas,1
9,67,3,1,1,15,25,6,gas,0
9,67,3,2,0,15,20,6,elec,0
9,67,3,3,0,15,30,8,elec,0
9,67,0,0,0,0,0,0,gas,1
9,68,4,1,1,15,25,8,elec,0
9,68,4,2,0,15,20,8,elec,0
9,68,4,3,0,15,20,6,elec,0
9,68,0,0,0,0,0,0,gas,1
9,69,5,1,0,15,25,7,gas,0
9,69,5,2,0,15,20,6,gas,0
9,69,5,3,1,15,25,6,gas,0
9,69,0,0,0,0,0,0,gas,1
9,70,6,1,1,15,30,7,gas,0
9,70,6,2,0,15,20,7,gas,0
9,70,6,3,0,15,30,6,gas,0
9,70,0,0,0,0,0,0,gas,1
9,71,7,1,0,15,20,6,elec,0
9,71,7,2,1,15,30,6,gas,0
9,71,7,3,0,15,30,8,gas,0
9,71,0,0,0,0,0,0,gas,1
9,72,8,1,0,15,20,7,gas,0
9,72,8,2,1,15,20,8,gas,0
9,72,8,3,0,15,25,7,elec,0
9,72,0,0,0,0,0,0,gas,1
10,73,1,1,1,15,30,6,gas,0
10,73,1,2,0,15,25,7,elec,0
10,73,1,3,0,15,30,6,elec,0
10,73,0,0,0,0,0,0,gas,1
10,74,2,1,0,15,30,6,elec,0
10,74,2,2,0,15,20,8,gas,0
10,74,2,3,1,15,30,7,gas,0
10,74,0,0,0,0,0,0,gas,1
10,75,3,1,0,15,30,6,elec,0
10,75,3,2,1,15,30,6,gas,0
10,75,3,3,0,15,30,7,elec,0
10,75,0,0,0,0,0,0,gas,1
10,76,4,1,0,15,25,8,elec,0
10,76,4,2,0,15,20,7,gas,0
10,76,4,3,1,15,30,7,gas,0
10,76,0,0,0,0,0,0,gas,1
10,77,5,1,1,15,30,6,gas,0
10,77,5,2,0,15,20,8,elec,0
10,77,5,3,0,15,30,6,elec,0
10,77,0,0,0,0,0,0,gas,1
10,78,6,1,0,15,30,6,elec,0
10,78,6,2,1,15,20,7,gas,0
10,78,6,3,0,15,20,7,elec,0
10,78,0,0,0,0,0,0,gas,1
10,79,7,1,0,15,20,8,gas,0
10,79,7,2,1,15,30,8,gas,0
10,79,7,3,0,15,20,7,elec,0
10,79,0,0,0,0,0,0,gas,1
10,80,8,1,1,15,25,7,gas,0
10,80,8,2,0,15,25,6,elec,0
10,80,8,3,0,15,20,6,elec,0
10,80,0,0,0,0,0,0,gas,1
11,81,1,1,0,15,20,7,elec,0
11,81,1,2,1,15,25,8,gas,0
11,81,1,3,0,15,25,7,gas,0
11,81,0,0,0,0,0,0,gas,1
11,82,2,1,1,15,30,7,gas,0
11,82,2,2,0,15,30,8,elec,0
11,82,2,3,0,15,20,8,elec,0
11,82,0,0,0,0,0,0,gas,1
11,83,3,1,0,15,30,6,gas,0
11,83,3,2,0,15,20,6,elec,0
11,83,3,3,1,15,25,8,elec,0
11,83,0,0,0,0,0,0,gas,1
11,84,4,1,0,15,20,7,gas,0
11,84,4,2,0,15,20,6,elec,0
11,84,4,3,1,15,25,6,gas,0
11,84,0,0,0,0,0,0,gas,1
11,85,5,1,0,15,25,6,elec,0
11,85,5,2,0,15,30,6,gas,0
11,85,5,3,1,15,20,7,gas,0
11,85,0,0,0,0,0,0,gas,1
11,86,6,1,0,15,20,6,elec,0
11,86,6,2,1,15,20,8,gas,0
11,86,6,3,0,15,25,7,elec,0
11,86,0,0,0,0,0,0,gas,1
11,87,7,1,0,15,30,8,elec,0
11,87,7,2,0,15,25,8,gas,0
11,87,7,3,1,15,30,7,gas,0
11,87,0,0,0,0,0,0,gas,1
11,88,8,1,1,15,20,6,gas,0
11,88,8,2,0,15,30,7,elec,0
11,88,8,3,0,15,30,8,gas,0
11,88,0,0,0,0,0,0,gas,1
12,89,1,1,0,15,30,8,elec,0
12,89,1,2,0,15,25,6,elec,0
12,89,1,3,1,15,30,7,gas,0
12,89,0,0,0,0,0,0,gas,1
12,90,2,1,0,15,20,6,gas,0
12,90,2,2,0,15,30,7,gas,0
12,90,2,3,1,15,20,8,gas,0
12,90,0,0,0,0,0,0,gas,1
12,91,3,1,0,15,20,6,gas,0
12,91,3,2,0,15,30,7,elec,0
12,91,3,3,1,15,25,6,gas,0
12,91,0,0,0,0,0,0,gas,1
12,92,4,1,0,15,25,6,elec,0
12,92,4,2,1,15,30,6,gas,0
12,92,4,3,0,15,20,7,elec,0
12,92,0,0,0,0,0,0,gas,1
12,93,5,1,1,15,25,6,gas,0
12,93,5,2,0,15,30,8,elec,0
12,93,5,3,0,15,20,6,elec,0
12,93,0,0,0,0,0,0,gas,1
12,94,6,1,0,15,20,6,elec,0
12,94,6,2,1,15,20,8,gas,0
12,94,6,3,0,15,25,8,elec,0
12,94,0,0,0,0,0,0,gas,1
12,95,7,1,1,15,30,7,gas,0
12,95,7,2,0,15,25,7,gas,0
12,95,7,3,0,15,25,7,elec,0
12,95,0,0,0,0,0,0,gas,1
12,96,8,1,0,15,30,6,elec,0
12,96,8,2,1,15,30,6,gas,0
12,96,8,3,0,15,20,6,gas,0
12,96,0,0,0,0,0,0,gas,1
13,97,1,1,0,15,30,8,elec,0
13,97,1,2,0,15,20,6,gas,0
13,97,1,3,1,15,30,7,gas,0
13,97,0,0,0,0,0,0,gas,1
13,98,2,1,0,15,20,8,gas,0
13,98,2,2,0,15,20,6,elec,0
13,98,2,3,1,15,25,6,gas,0
13,98,0,0,0,0,0,0,gas,1
13,99,3,1,1,15,30,8,gas,0
13,99,3,2,0,15,20,6,elec,0
13,99,3,3,0,15,25,6,elec,0
13,99,0,0,0,0,0,0,gas,1
13,100,4,1,1,15,25,7,gas,0
13,100,4,2,0,15,20,6,elec,0
13,100,4,3,0,15,30,8,elec,0
13,100,0,0,0,0,0,0,gas,1
13,101,5,1,1,15,30,8,gas,0
13,101,5,2,0,15,30,7,elec,0
13,101,5,3,0,15,20,6,gas,0
13,101,0,0,0,0,0,0,gas,1
13,102,6,1,0,15,30,6,elec,0
13,102,6,2,0,15,20,8,elec,0
13,102,6,3,1,15,30,6,gas,0
13,102,0,0,0,0,0,0,gas,1
13,103,7,1,1,15,30,7,gas,0
13,103,7,2,0,15,30,6,elec,0
13,103,7,3,0,15,20,7,elec,0
13,103,0,0,0,0,0,0,gas,1
13,104,8,1,0,15,30,6,elec,0
13,104,8,2,1,15,30,8,gas,0
13,104,8,3,0,15,25,8,elec,0
13,104,0,0,0,0,0,0,gas,1
14,105,1,1,0,15,30,7,elec,0
14,105,1,2,1,15,30,8,elec,0
14,105,1,3,0,15,20,8,elec,0
14,105,0,0,0,0,0,0,gas,1
14,106,2,1,0,15,30,8,gas,0
14,106,2,2,1,15,30,6,gas,0
14,106,2,3,0,15,25,7,elec,0
14,106,0,0,0,0,0,0,gas,1
14,107,3,1,0,15,30,7,elec,0
14,107,3,2,0,15,20,8,gas,0
14,107,3,3,1,15,20,7,gas,0
14,107,0,0,0,0,0,0,gas,1
14,108,4,1,0,15,25,8,elec,0
14,108,4,2,1,15,30,6,gas,0
14,108,4,3,0,15,30,8,gas,0
14,108,0,0,0,0,0,0,gas,1
14,109,5,1,1,15,25,7,gas,0
14,109,5,2,0,15,20,6,elec,0
14,109,5,3,0,15,25,8,gas,0
14,109,0,0,0,0,0,0,gas,1
14,110,6,1,1,15,30,7,gas,0
14,110,6,2,0,15,20,8,elec,0
14,110,6,3,0,15,20,7,gas,0
14,110,0,0,0,0,0,0,gas,1
14,111,7,1,0,15,20,7,elec,0
14,111,7,2,0,15,20,8,elec,0
14,111,7,3,1,15,20,6,gas,0
14,111,0,0,0,0,0,0,gas,1
14,112,8,1,0,15,20,8,elec,0
14,112,8,2,0,15,25,8,elec,0
14,112,8,3,1,15,25,7,elec,0
14,112,0,0,0,0,0,0,gas,1
15,113,1,1,0,15,20,8,elec,0
15,113,1,2,0,15,20,6,gas,0
15,113,1,3,1,15,25,6,gas,0
15,113,0,0,0,0,0,0,gas,1
15,114,2,1,0,15,20,7,gas,0
15,114,2,2,0,15,25,8,gas,0
15,114,2,3,1,15,25,7,gas,0
15,114,0,0,0,0,0,0,gas,1
15,115,3,1,0,15,20,7,elec,0
15,115,3,2,0,15,30,8,gas,0
15,115,3,3,1,15,20,6,gas,0
15,115,0,0,0,0,0,0,gas,1
15,116,4,1,1,15,30,6,gas,0
15,116,4,2,0,15,20,6,gas,0
15,116,4,3,0,15,20,8,elec,0
15,116,0,0,0,0,0,0,gas,1
15,117,5,1,1,15,30,7,gas,0
15,117,5,2,0,15,30,7,elec,0
15,117,5,3,0,15,20,8,gas,0
15,117,0,0,0,0,0,0,gas,1
15,118,6,1,0,15,20,7,elec,0
15,118,6,2,0,15,25,6,elec,0
15,118,6,3,1,15,20,7,gas,0
15,118,0,0,0,0,0,0,gas,1
15,119,7,1,0,15,20,7,elec,0
15,119,7,2,1,15,20,6,gas,0
15,119,7,3,0,15,25,6,gas,0
15,119,0,0,0,0,0,0,gas,1
15,120,8,1,0,15,25,6,elec,0
15,120,8,2,0,15,30,6,gas,0
15,120,8,3,1,15,20,6,gas,0
15,120,0,0,0,0,0,0,gas,1
16,121,1,1,0,15,25,6,elec,0
16,121,1,2,0,15,20,8,gas,0
16,121,1,3,1,15,30,8,gas,0
16,121,0,0,0,0,0,0,gas,1
16,122,2,1,0,15,30,7,elec,0
16,122,2,2,1,15,25,7,elec,0
16,122,2,3,0,15,25,8,elec,0
16,122,0,0,0,0,0,0,gas,1
16,123,3,1,1,15,30,7,gas,0
16,123,3,2,0,15,25,8,elec,0
16,123,3,3,0,15,30,8,elec,0
16,123,0,0,0,0,0,0,gas,1
16,124,4,1,0,15,30,7,elec,0
16,124,4,2,0,15,20,7,gas,0
16,124,4,3,1,15,25,8,gas,0
16,124,0,0,0,0,0,0,gas,1
16,125,5,1,0,15,25,7,gas,0
16,125,5,2,1,15,30,8,gas,0
16,125,5,3,0,15,20,8,gas,0
16,125,0,0,0,0,0,0,gas,1
16,126,6,1,0,15,30,8,gas,0
16,126,6,2,0,15,20,7,elec,0
16,126,6,3,1,15,25,8,gas,0
16,126,0,0,0,0,0,0,gas,1
16,127,7,1,1,15,30,8,gas,0
16,127,7,2,0,15,25,7,gas,0
16,127,7,3,0,15,20,8,elec,0
16,127,0,0,0,0,0,0,gas,1
16,128,8,1,0,15,25,8,elec,0
16,128,8,2,1,15,30,8,gas,0
16,128,8,3,0,15,30,6,gas,0
16,128,0,0,0,0,0,0,gas,1
17,129,1,1,0,15,25,6,elec,0
17,129,1,2,1,15,25,7,elec,0
17,129,1,3,0,15,20,7,elec,0
17,129,0,0,0,0,0,0,gas,1
17,130,2,1,0,15,20,7,elec,0
17,130,2,2,0,15,20,6,elec,0
17,130,2,3,1,15,30,7,elec,0
17,130,0,0,0,0,0,0,gas,1
17,131,3,1,1,15,25,6,elec,0
17,131,3,2,0,15,20,7,elec,0
17,131,3,3,0,15,20,6,elec,0
17,131,0,0,0,0,0,0,gas,1
17,132,4,1,1,15,30,8,gas,0
17,132,4,2,0,15,20,8,elec,0
17,132,4,3,0,15,30,8,elec,0
17,132,0,0,0,0,0,0,gas,1
17,133,5,1,0,15,25,8,gas,0
17,133,5,2,0,15,20,7,gas,0
17,133,5,3,1,15,30,7,gas,0
17,133,0,0,0,0,0,0,gas,1
17,134,6,1,1,15,30,7,gas,0
17,134,6,2,0,15,25,6,elec,0
17,134,6,3,0,15,25,6,gas,0
17,134,0,0,0,0,0,0,gas,1
17,135,7,1,0,15,20,7,elec,0
17,135,7,2,1,15,25,6,gas,0
17,135,7,3,0,15,25,6,elec,0
17,135,0,0,0,0,0,0,gas,1
17,136,8,1,0,15,25,7,elec,0
17,136,8,2,1,15,30,8,elec,0
17,136,8,3,0,15,20,8,elec,0
17,136,0,0,0,0,0,0,gas,1
18,137,1,1,0,15,20,6,elec,0
18,137,1,2,1,15,30,7,gas,0
18,137,1,3,0,15,30,8,gas,0
18,137,0,0,0,0,0,0,gas,1
18,138,2,1,0,15,25,8,elec,0
18,138,2,2,1,15,30,8,elec,0
18,138,2,3,0,15,25,8,gas,0
18,138,0,0,0,0,0,0,gas,1
18,139,3,1,1,15,20,6,gas,0
18,139,3,2,0,15,20,6,elec,0
18,139,3,3,0,15,25,8,gas,0
18,139,0,0,0,0,0,0,gas,1
18,140,4,1,0,15,30,8,gas,0
18,140,4,2,0,15,25,8,elec,0
18,140,4,3,1,15,30,7,gas,0
18,140,0,0,0,0,0,0,gas,1
18,141,5,1,0,15,20,6,gas,0
18,141,5,2,1,15,25,7,gas,0
18,141,5,3,0,15,20,8,elec,0
18,141,0,0,0,0,0,0,gas,1
18,142,6,1,1,15,25,8,elec,0
18,142,6,2,0,15,30,6,elec,0
18,142,6,3,0,15,30,7,elec,0
18,142,0,0,0,0,0,0,gas,1
18,143,7,1,0,15,20,6,gas,0
18,143,7,2,1,15,25,8,gas,0
18,143,7,3,0,15,25,7,gas,0
18,143,0,0,0,0,0,0,gas,1
18,144,8,1,0,15,20,8,gas,0
18,144,8,2,0,15,20,6,elec,0
18,144,8,3,1,15,25,7,gas,0
18,144,0,0,0,0,0,0,gas,1
19,145,1,1,0,15,30,8,gas,0
19,145,1,2,0,15,20,8,gas,0
19,145,1,3,1,15,30,6,gas,0
19,145,0,0,0,0,0,0,gas,1
19,146,2,1,0,15,30,7,gas,0
19,146,2,2,0,15,30,6,elec,0
19,146,2,3,1,15,20,6,gas,0
19,146,0,0,0,0,0,0,gas,1
19,147,3,1,1,15,30,8,gas,0
19,147,3,2,0,15,30,8,elec,0
19,147,3,3,0,15,20,7,elec,0
19,147,0,0,0,0,0,0,gas,1
19,148,4,1,0,15,30,6,elec,0
19,148,4,2,1,15,30,8,gas,0
19,148,4,3,0,15,20,8,gas,0
19,148,0,0,0,0,0,0,gas,1
19,149,5,1,0,15,25,6,elec,0
19,149,5,2,0,15,20,7,gas,0
19,149,5,3,1,15,30,8,gas,0
19,149,0,0,0,0,0,0,gas,1
19,150,6,1,1,15,25,6,elec,0
19,150,6,2,0,15,30,8,elec,0
19,150,6,3,0,15,20,7,elec,0
19,150,0,0,0,0,0,0,gas,1
19,151,7,1,0,15,30,6,elec,0
19,151,7,2,0,15,20,7,elec,0
19,151,7,3,1,15,20,8,gas,0
19,151,0,0,0,0,0,0,gas,1
19,152,8,1,1,15,20,8,gas,0
19,152,8,2,0,15,30,6,elec,0
19,152,8,3,0,15,20,6,elec,0
19,152,0,0,0,0,0,0,gas,1
20,153,1,1,0,15,25,7,elec,0
20,153,1,2,0,15,20,8,gas,0
20,153,1,3,1,15,20,6,gas,0
20,153,0,0,0,0,0,0,gas,1
20,154,2,1,0,15,25,8,elec,0
20,154,2,2,1,15,30,6,elec,0
20,154,2,3,0,15,25,7,elec,0
20,154,0,0,0,0,0,0,gas,1
20,155,3,1,0,15,30,7,elec,0
20,155,3,2,1,15,25,8,gas,0
20,155,3,3,0,15,25,7,gas,0
20,155,0,0,0,0,0,0,gas,1
20,156,4,1,0,15,30,7,elec,0
20,156,4,2,1,15,20,6,gas,0
20,156,4,3,0,15,30,8,elec,0
20,156,0,0,0,0,0,0,gas,1
20,157,5,1,1,15,30,7,gas,0
20,157,5,2,0,15,25,7,elec,0
20,157,5,3,0,15,20,8,elec,0
20,157,0,0,0,0,0,0,gas,1
20,158,6,1,1,15,30,8,gas,0
20,158,6,2,0,15,30,7,elec,0
20,158,6,3,0,15,30,6,elec,0
20,158,0,0,0,0,0,0,gas,1
20,159,7,1,0,15,25,6,elec,0
20,159,7,2,1,15,30,7,gas,0
20,159,7,3,0,15,25,7,gas,0
20,159,0,0,0,0,0,0,gas,1
20,160,8,1,1,15,20,7,gas,0
20,160,8,2,0,15,20,6,elec,0
20,160,8,3,0,15,20,6,gas,0
20,160,0,0,0,0,0,0,gas,1
21,161,1,1,0,15,25,8,gas,0
21,161,1,2,1,15,20,6,gas,0
21,161,1,3,0,15,20,6,elec,0
21,161,0,0,0,0,0,0,gas,1
21,162,2,1,1,15,20,6,gas,0
21,162,2,2,0,15,30,6,gas,0
21,162,2,3,0,15,20,7,elec,0
21,162,0,0,0,0,0,0,gas,1
21,163,3,1,0,15,20,6,elec,0
21,163,3,2,1,15,25,6,gas,0
21,163,3,3,0,15,30,8,gas,0
21,163,0,0,0,0,0,0,gas,1
21,164,4,1,0,15,30,6,gas,0
21,164,4,2,0,15,20,6,gas,0
21,164,4,3,1,15,30,8,gas,0
21,164,0,0,0,0,0,0,gas,1
21,165,5,1,0,15,25,6,elec,0
21,165,5,2,1,15,30,6,gas,0
21,165,5,3,0,15,25,8,gas,0
21,165,0,0,0,0,0,0,gas,1
21,166,6,1,1,15,30,8,gas,0
21,166,6,2,0,15,20,7,elec,0
